source,target,rel
896,21,recruits
896,22,requires
896,3,hasType
896,18,hasIntensity
896,13,hasForce
896,6,hasMechanic
896,7,supportsGoal
896,8,supportsGoal
897,1,targets
897,75,requires
897,3,hasType
897,4,hasIntensity
897,5,hasForce
897,19,hasMechanic
897,7,supportsGoal
897,8,supportsGoal
898,33,targets
898,11,recruits
898,29,recruits
898,10,recruits
898,51,recruits
898,63,requires
898,3,hasType
898,18,hasIntensity
898,13,hasForce
898,6,hasMechanic
898,7,supportsGoal
898,8,supportsGoal
899,56,targets
899,35,recruits
899,55,recruits
899,22,requires
899,3,hasType
899,18,hasIntensity
899,5,hasForce
899,6,hasMechanic
899,7,supportsGoal
899,8,supportsGoal
900,33,targets
900,11,recruits
900,29,recruits
900,10,recruits
900,63,requires
900,3,hasType
900,58,hasIntensity
900,13,hasForce
900,6,hasMechanic
900,7,supportsGoal
900,8,supportsGoal
901,1,targets
901,22,requires
901,3,hasType
901,18,hasIntensity
901,5,hasForce
901,19,hasMechanic
901,7,supportsGoal
901,8,supportsGoal
902,33,targets
902,11,recruits
902,29,recruits
902,10,recruits
902,22,requires
902,3,hasType
902,18,hasIntensity
902,13,hasForce
902,6,hasMechanic
902,7,supportsGoal
902,8,supportsGoal
903,49,targets
903,21,recruits
903,45,recruits
903,63,requires
903,3,hasType
903,18,hasIntensity
903,13,hasForce
903,6,hasMechanic
903,7,supportsGoal
903,8,supportsGoal
904,49,targets
904,21,recruits
904,45,recruits
904,63,requires
904,3,hasType
904,18,hasIntensity
904,13,hasForce
904,6,hasMechanic
904,7,supportsGoal
904,8,supportsGoal
905,49,targets
905,21,recruits
905,45,recruits
905,63,requires
905,3,hasType
905,18,hasIntensity
905,5,hasForce
905,6,hasMechanic
905,7,supportsGoal
905,8,supportsGoal
906,56,targets
906,35,recruits
906,55,recruits
906,21,recruits
906,46,requires
906,3,hasType
906,4,hasIntensity
906,5,hasForce
906,6,hasMechanic
906,7,supportsGoal
906,8,supportsGoal
907,56,targets
907,35,recruits
907,55,recruits
907,21,recruits
907,46,requires
907,3,hasType
907,18,hasIntensity
907,5,hasForce
907,6,hasMechanic
907,7,supportsGoal
907,8,supportsGoal
908,56,targets
908,35,recruits
908,55,recruits
908,21,recruits
908,2,requires
908,3,hasType
908,18,hasIntensity
908,5,hasForce
908,6,hasMechanic
908,7,supportsGoal
908,8,supportsGoal
909,35,targets
909,63,requires
909,3,hasType
909,4,hasIntensity
909,5,hasForce
909,19,hasMechanic
909,7,supportsGoal
909,8,supportsGoal
910,33,targets
910,11,recruits
910,29,recruits
910,10,recruits
910,51,recruits
910,63,requires
910,3,hasType
910,18,hasIntensity
910,13,hasForce
910,6,hasMechanic
910,7,supportsGoal
910,8,supportsGoal
911,10,targets
911,24,recruits
911,29,recruits
911,51,recruits
911,63,requires
911,68,hasType
911,18,hasIntensity
911,5,hasForce
911,6,hasMechanic
911,43,supportsGoal
911,7,supportsGoal
912,1,targets
912,2,requires
912,3,hasType
912,4,hasIntensity
912,5,hasForce
912,6,hasMechanic
912,7,supportsGoal
912,8,supportsGoal
913,41,targets
913,29,recruits
913,10,recruits
913,51,recruits
913,2,requires
913,12,hasType
913,18,hasIntensity
913,5,hasForce
913,14,supportsGoal
913,15,supportsGoal
914,10,targets
914,11,recruits
914,29,recruits
914,33,recruits
914,2,requires
914,12,hasType
914,18,hasIntensity
914,26,hasForce
914,14,supportsGoal
914,15,supportsGoal
915,36,targets
915,2,requires
915,12,hasType
915,4,hasIntensity
915,5,hasForce
915,19,hasMechanic
915,14,supportsGoal
915,15,supportsGoal
916,36,targets
916,21,recruits
916,22,requires
916,3,hasType
916,4,hasIntensity
916,5,hasForce
916,19,hasMechanic
916,7,supportsGoal
916,8,supportsGoal
917,36,targets
917,63,requires
917,3,hasType
917,4,hasIntensity
917,5,hasForce
917,19,hasMechanic
917,7,supportsGoal
917,8,supportsGoal
918,33,targets
918,1,recruits
918,41,recruits
918,24,recruits
918,11,recruits
918,29,recruits
918,10,recruits
918,51,recruits
918,22,requires
918,68,hasType
918,18,hasIntensity
918,6,hasMechanic
918,43,supportsGoal
918,7,supportsGoal
919,33,targets
919,11,recruits
919,29,recruits
919,10,recruits
919,63,requires
919,3,hasType
919,58,hasIntensity
919,13,hasForce
919,6,hasMechanic
919,7,supportsGoal
919,8,supportsGoal
920,35,targets
920,36,recruits
920,37,requires
920,3,hasType
920,18,hasIntensity
920,5,hasForce
920,19,hasMechanic
920,7,supportsGoal
920,8,supportsGoal
921,35,targets
921,36,recruits
921,37,requires
921,3,hasType
921,18,hasIntensity
921,5,hasForce
921,19,hasMechanic
921,7,supportsGoal
921,8,supportsGoal
246,270,isVariationOf
247,275,isVariationOf
252,636,isVariationOf
386,157,isVariationOf
390,275,isVariationOf
393,357,isVariationOf
400,609,isVariationOf
39,301,isVariationOf
88,301,isVariationOf
389,301,isVariationOf
484,301,isVariationOf
633,301,isVariationOf
635,301,isVariationOf
679,301,isVariationOf
804,301,isVariationOf
822,301,isVariationOf
44,178,isVariationOf
102,178,isVariationOf
283,178,isVariationOf
292,178,isVariationOf
675,178,isVariationOf
706,178,isVariationOf
274,324,isVariationOf
558,324,isVariationOf
363,362,isVariationOf
53,683,isVariationOf
428,683,isVariationOf
789,683,isVariationOf
803,683,isVariationOf
54,743,isVariationOf
276,743,isVariationOf
531,743,isVariationOf
542,743,isVariationOf
80,351,isVariationOf
86,85,isVariationOf
87,504,isVariationOf
96,504,isVariationOf
117,504,isVariationOf
243,504,isVariationOf
246,504,isVariationOf
270,504,isVariationOf
556,504,isVariationOf
747,504,isVariationOf
754,504,isVariationOf
630,90,isVariationOf
94,356,isVariationOf
97,707,isVariationOf
277,707,isVariationOf
101,676,isVariationOf
749,676,isVariationOf
790,676,isVariationOf
802,676,isVariationOf
293,103,isVariationOf
294,105,isVariationOf
142,107,isVariationOf
295,107,isVariationOf
497,107,isVariationOf
760,107,isVariationOf
902,107,isVariationOf
296,108,isVariationOf
297,109,isVariationOf
143,110,isVariationOf
642,637,isVariationOf
629,149,isVariationOf
797,157,isVariationOf
722,158,isVariationOf
172,159,isVariationOf
176,159,isVariationOf
235,159,isVariationOf
236,159,isVariationOf
245,159,isVariationOf
252,159,isVariationOf
636,159,isVariationOf
161,357,isVariationOf
164,508,isVariationOf
168,508,isVariationOf
248,508,isVariationOf
249,508,isVariationOf
284,508,isVariationOf
384,508,isVariationOf
806,508,isVariationOf
824,508,isVariationOf
490,169,isVariationOf
170,602,isVariationOf
557,602,isVariationOf
454,177,isVariationOf
498,177,isVariationOf
534,177,isVariationOf
185,800,isVariationOf
759,800,isVariationOf
273,211,isVariationOf
535,211,isVariationOf
536,215,isVariationOf
897,237,isVariationOf
395,251,isVariationOf
724,251,isVariationOf
269,505,isVariationOf
272,505,isVariationOf
279,281,isVariationOf
762,888,isVariationOf
807,888,isVariationOf
684,320,isVariationOf
365,364,isVariationOf
680,394,isVariationOf
409,410,isVariationOf
758,427,isVariationOf
755,460,isVariationOf
687,493,isVariationOf
689,494,isVariationOf
701,503,isVariationOf
634,506,isVariationOf
527,526,isVariationOf
541,613,isVariationOf
614,613,isVariationOf
549,566,isVariationOf
697,572,isVariationOf
632,847,isVariationOf
830,655,isVariationOf
668,820,isVariationOf
792,670,isVariationOf
793,672,isVariationOf
694,681,isVariationOf
695,682,isVariationOf
811,690,isVariationOf
816,692,isVariationOf
700,713,isVariationOf
874,873,isVariationOf
875,873,isVariationOf
